Blog	kids	golden	catchy	therefore	travel	fit	songwriter	effects	needed	friend	feeling	mouth	singer	saying	rich	lots	nature	dave	split	crowd	bottom	role	roll	minute	working	originally	following	didn	seriously	internet	wrong	turned	west	formed	photos	former	pull	dirty	small	past	hasn	full	november	experience	followed	door	company	learn	huge	paper	scott	roots	self	singles	sometimes	project	parents	couple	chorus	influence	makes	baby	process	realized	perfect	realize	books	length	scene	festival	false	tonight	jam	tape	stuff	become	places	problem	details	worth	era	production	safe	l	daniel	electronic	john	dogs	runs	hand	musical	thanks	born	available	turns	gun	guy	extra	lounge	kurt	brain	non	drop	yeah	tried	tomorrow	caught	vocals	verse	gonna	fully	start	stars	poor	month	streets	learned	tracks	ask	almost	evening	heavy	american	grey	albums	feels	culture	close	pictures	missing	forgotten	lived	lives	smart	grand	friends	obviously	popular	e	wave	telling	michael	ryan	camera	meet	including	special	sitting	times	probably	hits	tuesday	party	http	lost	lose	north	beats	star	stay	sorry	likely	men	met	recordings	fantastic	room	amazing	third	personal	ears	tiny	seven	yes	yet	save	deal	dead	magazine	journey	weekend	happening	father	round	okay	filled	box	boy	bob	visit	fuck	interesting	performance	morning	wonder	label	enough	across	august	tour	among	wake	images	each	saturday	u	hour	needs	coming	point	century	cut	absolutely	epic	planet	entire	talent	closing	y	despite	however	johnny	hair	school	blue	leaves	excellent	drummer	alex	bridge	hopefully	news	n	sings	gave	stuck	setting	picture	level	posts	goes	andy	figure	turn	sure	later	jazz	quiet	featuring	direction	andrew	spirit	case	without	moon	list	sun	version	flat	rather	short	clouds	hill	friday	story	store	king	electric	wrote	solo	attention	sweet	questions	range	nick	nice	include	melodies	folk	leaving	edit	g	unknown	why	fear	feat	bought	joy	job	april	perhaps	promise	incredible	hurt	machine	wind	wasn	listen	person	released	theme	unfortunately	fair	child	possible	possibly	unique	steps	energy	happy	team	current	bloody	winter	spot	date	records	prince	future	guitar	pop	went	industry	act	image	gone	original	section	hours	pick	action	keeping	beautiful	sense	station	information	week	missed	imagine	w	number	heads	relationship	grace	video	play	plan	cover	set	sex	sea	whole	synth	fire	funny	recent	anything	link	line	mood	miles	bird	led	standing	doubt	animal	kiss	david	clearly	hope	edition	drum	co	cd	colour	moments	appeared	stage	sister	official	francisco	ii	green	somewhere	dj	de	com	voice	kept	fight	together	p	change	december	remember	cold	half	hall	entirely	el	en	ex	ep	space	shows	size	mostly	ground	concert	comes	media	finish	touch	real	read	lady	recorded	died	trying	expect	describe	moved	strong	ahead	musically	food	neil	robert	since	bass	towards	pretty	kind	during	won	genre	liked	wait	else	used	march	run	seeing	himself	doesn	depth	download	attack	ben	bed	anyway	written	sold	addition	kick	sonic	ha	recommend	type	tell	give	somewhat	acoustic	surprise	isn	loud	hook	girls	matter	points	stop	near	shame	www	normal	form	classic	shit	felt	fell	string	effort	growing	crazy	pink	sunday	guys	grow	maybe	vinyl	question	pain	paid	behind	reading	jr	margin	middle	same	totally
A Wife's Tale	2	1	0	0	2	8	0	2	5	11	25	4	0	9	1	3	3	2	0	3	0	0	3	4	14	1	3	29	21	3	14	5	0	0	9	0	0	1	7	12	5	13	1	14	1	6	4	14	1	4	1	0	8	0	15	3	5	6	0	1	18	70	2	4	20	14	7	3	1	1	0	3	0	0	8	12	3	3	4	6	0	0	4	3	0	0	0	12	1	22	0	5	4	1	2	5	10	5	0	0	8	4	3	11	5	6	7	0	1	4	4	21	3	3	16	4	15	0	16	12	1	0	1	3	0	6	3	5	7	4	0	8	17	3	1	22	9	2	0	0	3	0	1	3	7	3	4	9	10	13	1	0	5	1	9	4	0	1	5	15	12	3	3	14	0	2	16	17	9	5	2	4	1	18	15	7	7	7	0	11	12	7	22	5	14	2	2	8	1	10	0	2	0	8	3	0	7	3	4	1	2	4	1	19	0	0	1	7	17	22	0	3	14	10	2	13	2	2	0	0	48	0	6	7	1	3	0	0	0	1	3	7	0	1	10	1	0	3	6	0	10	0	0	6	34	19	0	2	1	3	0	2	5	32	1	13	6	0	0	2	7	0	1	1	13	3	1	1	1	0	4	2	7	0	0	5	3	0	0	6	1	0	0	21	1	1	4	16	8	1	7	7	2	4	0	1	20	3	40	1	0	5	2	29	7	5	0	2	4	13	4	2	0	2	4	11	0	6	19	6	1	34	0	1	3	9	0	4	24	4	1	3	15	4	1	3	27	1	16	0	5	1	10	1	1	7	8	0	7	0	0	9	0	2	5	1	29	2	8	0	2	1	6	2	3	0	6	0	0	19	1	0	0	0	0	18	0	2	10	0	0	2	1	4	0	0	2	4	4	4	17	0	13	2	36	4	5	0	3	0	0	1	0	1	2	2	9	1	2	13	1	4	9	23	10	6	0	8	6	5	3	10	7	4	0	7	0	0	35	0	0	26	18	15	10	1	2	21	8	14	1	4	5	5	32	4	0	0	1	10	27	4	4	1	3	0	4	3	2	32	32	1	0	0	12	3	0	4	22	1	11	3	3	1	9	1	1	0	20	2	0	1	8	8	3	0	13	5	25	1	5	20	8	11	19	0	0	7	22	3
Karl Drinkwater	0	0	0	2	1	2	0	0	0	0	1	2	0	2	0	7	0	0	0	0	2	0	0	2	8	2	0	8	0	1	1	3	0	0	1	0	0	1	3	6	1	8	4	5	1	1	1	9	4	0	1	0	6	0	15	1	0	0	0	0	8	0	3	0	0	0	27	4	6	3	2	1	0	0	1	3	3	4	5	2	0	0	1	0	0	1	2	4	1	1	0	3	0	3	0	0	0	6	1	0	0	1	2	0	3	0	0	0	0	0	1	5	0	0	5	0	2	0	4	0	5	0	1	1	1	1	0	1	0	0	1	1	1	0	1	9	1	2	12	0	5	0	0	0	1	8	0	0	4	8	1	0	2	0	4	2	0	0	0	3	2	1	0	1	0	2	4	1	1	8	0	0	1	4	7	1	0	4	1	5	0	0	2	1	3	1	2	0	0	3	0	6	2	3	1	0	5	3	0	0	0	1	1	12	0	0	6	1	3	3	0	2	0	0	1	0	0	0	0	6	4	4	0	4	0	0	2	0	4	0	3	1	1	1	3	2	5	0	0	2	2	0	0	4	5	3	0	1	0	0	0	3	7	9	0	3	0	6	0	8	18	1	0	0	29	0	5	0	7	0	3	0	5	1	3	2	4	0	0	2	7	7	0	3	4	0	0	0	4	0	2	0	1	0	1	1	9	0	5	1	0	1	0	4	6	2	0	0	0	4	1	1	2	1	5	3	0	0	9	4	0	7	1	0	4	1	0	2	5	1	0	2	0	0	0	2	7	0	1	0	4	0	1	0	2	4	1	2	18	0	2	4	0	1	1	2	3	2	1	0	0	0	3	0	3	5	0	8	0	3	0	0	0	2	0	0	1	0	0	0	0	0	3	2	0	0	1	6	3	0	8	0	7	0	2	8	0	1	2	0	0	0	0	1	1	0	2	0	0	3	1	1	2	3	27	0	0	2	1	0	1	4	0	1	0	3	0	1	9	1	1	4	5	6	4	4	0	0	4	18	3	5	0	1	5	2	2	0	0	2	5	5	0	2	0	0	1	2	1	10	10	1	0	0	7	0	0	0	2	4	3	2	0	1	0	2	1	0	18	2	0	1	3	0	0	0	0	1	3	0	4	0	4	1	3	0	0	0	12	5
sweet crimson blood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
I/LOVE/TOTAL/DESTRUCTION	0	0	1	0	0	1	0	2	2	4	3	0	2	2	3	2	1	3	2	3	1	0	1	0	1	3	11	11	0	0	0	3	5	6	0	3	0	2	4	2	2	1	4	1	2	5	3	0	1	0	0	0	1	3	2	2	0	6	0	1	2	1	0	0	2	0	2	0	3	0	0	1	0	4	2	3	4	0	1	1	7	1	0	3	2	2	13	0	1	2	4	1	0	2	0	0	0	0	2	0	2	2	1	0	2	2	0	4	0	0	0	1	0	1	3	1	1	4	0	4	2	0	0	5	2	0	1	4	0	2	2	4	0	0	0	4	2	2	7	5	0	4	0	0	1	2	0	0	2	4	1	0	3	0	2	0	1	0	3	2	2	1	1	4	7	0	5	0	0	1	0	0	0	0	1	0	2	2	2	1	0	1	0	2	0	0	1	1	3	0	1	1	7	0	0	12	2	1	1	8	0	5	1	0	2	4	3	0	2	7	3	5	3	0	0	2	0	0	0	0	1	0	1	5	3	0	1	1	1	0	0	1	5	3	1	0	0	0	0	0	2	6	0	2	3	8	4	1	2	1	1	0	0	3	2	13	0	3	0	3	3	2	1	0	0	4	3	3	1	0	0	0	1	0	1	3	2	2	1	0	0	4	4	2	0	0	1	5	0	2	7	0	0	0	7	1	5	7	2	12	0	1	0	1	0	2	0	0	1	1	0	0	1	0	0	1	17	0	0	13	5	4	5	0	2	4	3	0	4	2	0	1	1	2	1	2	2	1	1	1	1	3	0	0	0	8	0	4	25	3	0	2	2	4	1	2	4	3	8	1	0	0	5	0	4	0	0	3	1	1	1	2	7	4	1	1	6	4	0	3	4	0	1	0	0	2	0	2	0	0	2	3	3	6	5	0	3	7	1	1	1	7	6	4	3	0	0	1	0	1	0	0	0	3	5	0	17	1	0	2	0	1	2	0	2	1	1	11	10	7	1	3	2	7	0	0	8	0	6	5	2	0	3	1	0	0	0	0	0	1	3	3	3	2	0	2	0	2	1	3	4	3	1	0	1	1	0	1	3	0	2	2	0	0	0	0	2	0	0	0	1	0	2	0	8	0	0	0	0	1	2	0	0	0	0	1	0	1	11	1
ΜΕΣΑ ΣΤΗ ΒΡΩΜΙΑ	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	1	0	0	0	1	3	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	1	9	1	0	0	0	0	2	0	0	2	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	7	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	1	0	0	0	1	0	0	0	1	3	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	2	0	0	7	1	0	0	0	0	2	0	0	0	5	1	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	1	1	3	0	0	0	2	0	0	0	0	0	0	4	0	0	0	1	1	0	0	1	1	0	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	1	0	1	3	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	1	1	4	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
F-Measure	1	0	0	0	0	0	0	0	0	3	0	0	0	1	2	0	1	0	3	1	1	0	2	1	0	0	1	5	0	1	1	3	1	0	0	2	0	0	2	2	0	6	0	3	0	0	0	1	0	2	1	1	0	0	0	0	0	2	1	1	1	0	0	0	2	5	1	1	0	2	0	4	1	1	4	0	0	1	0	1	1	2	0	0	1	0	2	0	0	1	0	1	1	2	1	0	1	0	0	0	0	2	1	0	5	1	0	3	0	1	1	2	8	0	1	0	1	1	0	2	0	5	4	0	0	0	1	1	0	1	12	1	0	0	0	22	3	8	2	2	0	1	0	0	0	3	0	0	2	7	1	0	2	0	1	1	0	1	1	2	0	1	0	0	0	0	1	1	1	0	0	3	3	2	4	0	0	7	0	0	6	1	1	0	1	0	3	1	1	0	1	2	2	1	4	5	9	0	0	2	0	0	0	3	1	0	3	0	1	2	0	0	1	0	0	2	0	0	0	4	1	2	0	4	1	2	2	1	0	0	0	0	2	1	0	0	0	2	0	1	1	2	2	2	6	9	0	0	6	0	0	0	2	1	1	4	5	8	0	1	1	0	0	1	5	0	0	0	2	2	1	2	0	0	0	1	1	0	2	1	0	1	0	6	1	0	0	4	0	0	3	0	0	0	3	1	5	2	0	8	5	2	0	0	3	1	2	0	1	2	1	0	0	0	1	0	1	3	1	3	2	2	0	2	1	3	4	0	0	0	0	1	2	0	1	0	4	2	1	1	0	0	1	0	13	1	1	5	3	0	0	2	0	0	0	1	3	3	1	0	1	0	0	1	0	0	0	5	1	0	0	3	1	2	0	2	0	1	2	3	1	3	1	0	0	1	0	0	0	0	4	1	5	0	8	0	1	0	0	0	0	0	5	3	0	4	4	0	12	5	0	0	2	1	1	0	5	6	4	1	2	1	1	0	0	0	0	1	3	1	0	11	2	1	6	1	1	0	1	2	0	2	0	1	7	0	0	0	0	0	0	1	0	2	4	1	0	0	0	2	4	0	1	1	3	0	0	4	0	1	0	0	0	0	1	0	4	0	2	1	0	0	0	0	3	2	2	1	3	0	3	0	0	0	1	0	0	2	9	0
Cherry Area	0	0	0	0	0	0	0	0	3	3	3	0	1	2	1	0	3	1	0	0	0	0	0	0	3	0	1	1	0	1	0	1	0	0	0	0	0	0	3	0	0	2	0	2	0	2	0	0	0	0	0	0	2	0	6	0	2	2	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	2	0	0	1	0	0	0	0	0	1	2	0	6	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	3	0	2	3	0	0	1	1	0	3	2	0	2	1	0	0	0	0	2	1	0	0	1	1	0	0	0	1	0	2	3	3	1	0	0	0	1	2	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	2	0	1	0	0	0	1	0	0	0	1	1	1	2	0	0	1	0	0	1	0	3	0	0	0	0	1	1	0	0	1	1	0	1	0	2	0	0	1	1	0	0	2	0	0	0	0	0	4	0	1	3	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	2	1	4	0	0	0	1	0	0	1	2	0	0	5	1	1	4	1	1	0	1	2	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	1	1	1	2	0	0	0	0	1	1	1	2	0	0	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	4	0	3	1	1	1	0	1	0	0	0	0	0	1	0	1	2	5	0	1	1	0	1	1	2	0	0	0	0	1	1	1	0	0	0	1	0	0	5	3	2	1	0	0	3	0	0	0	1	0	1	4	1	3	0	1	3	0	0	0	0	2	2	0	0	1	0	2	0	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	3	0	1	1	1	0	0	0	1	1	0	0	0	0	1	1	1	3	5	4	2	1	0	1	7	1	0	0	1	2	4	0	0	0	0	0	2	4	1	0	3	0	0	0	0	2	1	0	0	2	1	0	0	0	0	2	1	0	2	0	1	2	2	0	3	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	4	0	0	1	6	1
Δίσκοι Μουσικής στο Χρόνο	1	5	0	0	0	0	0	0	0	2	2	2	1	0	2	0	2	1	1	1	16	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	6	2	3	0	1	0	2	0	4	0	0	0	0	3	2	0	0	0	1	0	0	1	0	2	7	1	0	2	0	0	0	1	29	23	0	0	1	0	1	3	0	0	0	1	0	0	3	2	0	34	6	0	0	0	0	2	0	1	3	0	0	0	4	2	0	0	2	0	2	0	1	0	0	0	0	1	1	0	1	0	0	1	0	1	2	4	4	0	1	2	0	2	2	1	0	1	0	1	0	0	0	4	4	0	16	1	4	1	0	2	0	18	0	0	0	1	0	7	2	6	1	3	1	0	0	11	0	0	1	2	0	1	0	0	0	0	18	0	1	0	20	0	0	1	0	1	0	0	0	1	7	4	0	2	0	0	3	3	0	0	0	0	1	1	2	2	1	1	2	3	0	1	3	0	2	0	0	4	0	0	0	2	0	0	8	0	1	11	1	0	0	5	1	0	0	5	0	0	0	2	0	0	0	0	1	0	1	0	0	5	0	0	0	3	0	0	2	18	0	14	0	0	0	0	0	2	0	4	1	13	6	0	0	0	6	0	0	24	1	0	1	0	2	0	36	3	0	0	0	0	0	0	1	0	1	0	1	2	1	0	0	1	0	0	0	1	2	0	0	1	0	0	2	0	2	3	0	0	0	1	0	6	0	6	0	0	2	1	3	0	2	1	0	0	0	3	3	2	1	2	0	1	1	0	1	0	3	0	0	0	0	1	5	8	0	0	7	0	0	1	1	0	1	2	0	2	0	0	4	7	20	0	0	2	0	0	0	4	0	0	23	0	0	0	3	3	0	3	8	0	1	0	1	0	3	1	0	0	2	1	7	0	2	3	1	1	5	0	48	0	1	0	0	0	0	2	4	0	1	0	2	0	0	0	0	1	0	0	0	3	3	0	0	1	5	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	2	3	0	0	0	1	1	0	0	0	0	2	2	7	0	0	1	1	0	0	7	0	0	1	0	0	1	0	0	1	4	0	0	0	0	1	0	1	0	1	0	1	32	0	1	0
the fast break of champions	0	2	0	2	0	0	0	0	1	0	0	2	0	2	0	1	0	1	0	0	0	0	1	0	1	0	2	4	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	7	2	0	1	0	0	0	2	1	0	1	1	0	0	1	2	0	0	0	0	8	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	6	0	1	0	1	0	1	0	0	0	4	0	1	5	1	0	0	1	1	5	1	2	0	0	0	0	0	0	2	1	0	0	0	0	1	1	0	2	0	2	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	3	0	0	0	0	0	1	0	0	1	1	2	0	2	0	0	0	0	6	0	2	2	0	0	2	6	0	0	3	0	0	0	0	0	0	1	0	1	0	1	0	5	0	0	2	0	0	2	0	0	0	3	0	1	2	0	4	0	2	1	4	1	0	1	0	0	1	1	0	1	0	1	2	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	2	0	0	0	1	3	0	1	2	1	0	0	0	0	1	4	1	1	0	1	0	1	1	9	0	0	2	0	1	0	0	4	1	1	0	0	10	3	0	0	0	2	0	1	0	3	0	1	0	0	1	0	2	0	2	0	1	0	1	10	0	0	0	0	4	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	2	0	1	2	0	2	7	0	0	1	1	1	0	0	0	0	2	0	5	3	0	10	1	1	2	7	0	0	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	2	0	0	0	0	0	1	2	0	1	2	1	1	0	1	2	0	2	1	1	1	0	0	0	0	0	0	5	1	3	0	5	3	1	0	3	5	0	0	1	0	1	2	0	1	1	0	1	0	0	0	3	0	0	4	4	1	2	0	0	1	0	5	0	1	0	2	8	2	0	0	0	0	7	0	0	0	1	0	0	0	0	2	3	1	0	0	2	0	0	0	3	0	2	0	0	0	2	1	0	3	2	0	1	0	1	3	6	0	6	1	3	1	0	2	0	1	0	0	0	0	5	2
Azul Valentina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
The Moon Topples	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	2	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
Encore	0	2	4	0	0	0	6	0	0	2	0	0	4	0	1	0	1	0	0	7	1	1	1	2	1	0	5	1	0	0	1	1	1	3	0	1	0	0	2	3	2	4	0	0	1	2	0	0	8	1	0	2	6	2	0	3	0	1	11	6	2	0	1	0	4	0	0	0	10	12	0	5	1	2	0	1	1	0	3	2	5	3	0	1	2	4	0	1	0	3	7	1	2	1	0	0	1	0	0	1	0	1	1	6	0	3	1	10	2	1	0	6	2	0	1	1	0	8	0	2	1	2	2	0	1	4	0	2	3	1	0	0	2	0	2	1	0	0	0	0	1	0	4	0	0	1	8	0	4	1	0	0	8	2	4	0	7	0	1	1	0	1	1	2	0	1	2	0	1	2	0	0	0	2	8	0	0	2	2	4	1	1	1	0	0	2	0	0	0	0	0	0	5	2	1	5	2	4	0	5	0	1	0	4	0	3	0	0	5	4	3	1	0	0	1	0	4	2	0	4	3	0	2	2	2	2	6	3	0	0	2	11	2	0	1	0	0	0	1	1	1	3	0	1	1	2	1	0	1	1	0	1	0	2	1	4	2	0	0	3	1	0	2	4	7	0	0	2	0	6	1	3	0	0	0	0	1	3	4	1	0	7	0	1	0	0	0	1	0	1	2	1	2	0	3	0	0	4	0	8	0	1	0	0	1	2	3	0	1	2	3	1	0	0	0	5	15	0	7	13	28	3	2	3	1	1	4	0	0	0	1	0	5	1	0	0	8	0	0	0	5	0	0	0	4	4	0	2	19	1	3	0	8	2	0	2	5	1	3	0	2	0	2	0	4	0	1	9	2	6	0	2	0	0	1	0	0	9	3	1	0	0	0	1	0	0	2	4	1	0	7	0	6	2	1	1	0	1	1	0	0	0	27	3	3	0	4	0	0	4	1	2	2	2	0	1	3	2	0	1	0	3	5	1	0	0	1	0	7	5	2	7	1	1	5	1	0	2	7	1	2	0	1	2	2	0	0	1	1	0	1	1	1	2	1	3	0	0	0	3	1	0	2	1	2	0	3	1	1	0	0	1	1	1	0	2	4	0	1	0	3	2	5	0	0	0	2	3	1	2	0	2	1	4	1	0	0	0	4	2
